PMID	Text
28674175	Enhanced Excitatory Connectivity and Disturbed Sound Processing in the Auditory Brainstem of Fragile X Mice.         Fragile X, auditory, brainstem, excitatory synapses, lateral superior olive, sound level Hypersensitivity to sounds is one of the prevalent symptoms in individuals with Fragile X syndrome (FXS). It manifests behaviorally early during development and is often used as a landmark for treatment efficacy. However, the physiological mechanisms and circuit-level alterations underlying this aberrant behavior remain poorly understood. Using the mouse model of FXS (          Fmr1 KO), we demonstrate that functional maturation of auditory brainstem synapses is impaired in FXS. Fmr1 KO mice showed a greatly enhanced excitatory synaptic input strength in neurons of the lateral superior olive (LSO), a prominent auditory brainstem nucleus, which integrates ipsilateral excitation and contralateral inhibition to compute interaural level differences. Conversely, the glycinergic, inhibitory input properties remained unaffected. The enhanced excitation was the result of an increased number of cochlear nucleus fibers converging onto one LSO neuron, without changing individual synapse properties. Concomitantly, immunolabeling of excitatory ending markers revealed an increase in the immunolabeled area, supporting abnormally elevated excitatory input numbers. Intrinsic firing properties were only slightly enhanced. In line with the disturbed development of LSO circuitry, auditory processing was also affected in adult Fmr1 KO mice as shown with single-unit recordings of LSO neurons. These processing deficits manifested as an increase in firing rate, a broadening of the frequency response area, and a shift in the interaural level difference function of LSO neurons. Our results suggest that this aberrant synaptic development of auditory brainstem circuits might be a major underlying cause of the auditory processing deficits in FXS.SIGNIFICANCE STATEMENT Fragile X Syndrome (FXS) is the most common inheritable form of intellectual impairment, including autism. A core symptom of FXS is extreme sensitivity to loud sounds. This is one reason why individuals with FXS tend to avoid social interactions, contributing to their isolation. Here, a mouse model of FXS was used to investigate the auditory brainstem where basic sound information is first processed. Loss of the Fragile X mental retardation protein leads to excessive excitatory compared with inhibitory inputs in neurons extracting information about sound levels. Functionally, this elevated excitation results in increased firing rates, and abnormal coding of frequency and binaural sound localization cues. Imbalanced early-stage sound level processing could partially explain the auditory processing deficits in FXS.
30483160	Fragile X-Associated Neuropsychiatric Disorders (FXAND).         FMR1 premutation, FXAND, FXPOI, FXTAS, fragile X-associated neuropsychiatric disorders Fragile X syndrome (FXS) is caused by the full mutation (>200 CGG repeats) in the Fragile X Mental Retardation 1 (        FMR1) gene. It is the most common inherited cause of intellectual disability (ID) and autism. This review focuses on neuropsychiatric disorders frequently experienced by premutation carriers with 55 to 200 CGG repeats and the pathophysiology involves elevated FMR1 mRNA levels, which is different from the absence or deficiency of fragile X mental retardation protein (FMRP) seen in FXS. Neuropsychiatric disorders are the most common problems associated with the premutation, and they affect approximately 50% of individuals with 55 to 200 CGG repeats in the FMR1 gene. Neuropsychiatric disorders in children with the premutation include anxiety, ADHD, social deficits, or autism spectrum disorders (ASD). In adults with the premutation, anxiety and depression are the most common problems, although obsessive compulsive disorder, ADHD, and substance abuse are also common. These problems are often exacerbated by chronic fatigue, chronic pain, fibromyalgia, autoimmune disorders and sleep problems, which are also associated with the premutation. Here we review the clinical studies, neuropathology and molecular underpinnings of RNA toxicity associated with the premutation. We also propose the name Fragile X-associated Neuropsychiatric Disorders (FXAND) in an effort to promote research and the use of fragile X DNA testing to enhance recognition and treatment for these disorders.
29704597	Modelling fragile X syndrome in the laboratory setting: A behavioral perspective.         Animal models, Behavior, Behavioral phenotyping, Fmr1-KO, Fragile X syndrome Fragile X syndrome is the most common form of inherited mental retardation and the most frequent monogenic cause of syndromic autism spectrum disorders. The syndrome is caused by the loss of the Fragile X Mental Retardation Protein (FMRP), a key RNA-binding protein involved in synaptic plasticity and neuronal morphology. Patients show intellectual disability, social deficits, repetitive behaviors and impairments in social communication. The aim of this review is to outline the importance of behavioral phenotyping of animal models of FXS from a developmental perspective, by showing how the behavioral characteristics of FXS at the clinical level can be translated into effective, developmentally-specific and clinically meaningful behavioral readouts in the laboratory setting. After introducing the behavioral features, diagnostic criteria and off-label pharmacotherapy of FXS, we outline how FXS-relevant behavioral features can be modelled in laboratory animals in the course of development: we review the progress to date, discuss how behavioral phenotyping in animal models of FXS is essential to identify potential treatments, and discuss caveats and future directions in this research field.          
29713264	Modeling Fragile X Syndrome in         Drosophila. Drosophila, FMR1, Fragile X Mental Retardation Protein, Fragile X Syndrome, behavior, dFRM1, mushroom bodies, neuromuscular junction Intellectual disability (ID) and autism are hallmarks of Fragile X Syndrome (FXS), a hereditary neurodevelopmental disorder. The gene responsible for FXS is Fragile X Mental Retardation gene 1 (        FMR1) encoding the Fragile X Mental Retardation Protein (FMRP), an RNA-binding protein involved in RNA metabolism and modulating the expression level of many targets. Most cases of FXS are caused by silencing of FMR1 due to CGG expansions in the 5'-UTR of the gene. Humans also carry the FXR1 and FXR2 paralogs of FMR1 while flies have only one FMR1 gene, here called dFMR1, sharing the same level of sequence homology with all three human genes, but functionally most similar to FMR1. This enables a much easier approach for FMR1 genetic studies. Drosophila has been widely used to investigate FMR1 functions at genetic, cellular, and molecular levels since dFMR1 mutants have many phenotypes in common with the wide spectrum of FMR1 functions that underlay the disease. In this review, we present very recent Drosophila studies investigating FMRP functions at genetic, cellular, molecular, and electrophysiological levels in addition to research on pharmacological treatments in the fly model. These studies have the potential to aid the discovery of pharmacological therapies for FXS.
16700053	Autistic behavior in children with fragile X syndrome: prevalence, stability, and the impact of FMRP.          We examined autistic behavior in a cross-sectional sample of 179 children with fragile X syndrome (FXS) and a longitudinal subset of 116 children using the Childhood Autism Rating Scale (CARS) to (a) determine a prevalence of autistic behavior in FXS, (b) examine the stability of autistic ratings over time, and (c) assess the association between the fragile X mental retardation protein (FMRP) and autistic behavior. Approximately 21% of the sample of 129 children (25.9% of boys) scored at or above the cutoff for autism. CARS scores increased slowly, yet significantly, over time, and low levels of FMRP were associated with higher mean levels of autistic behavior as measured by the CARS.        
29398931	Syndromic autism spectrum disorders: moving from a clinically defined to a molecularly defined approach.         ASD-risk gene, autism spectrum disorder, copy number variant, microarray, syndromic, whole exome sequencing Autism spectrum disorder (ASD) encompasses a group of neurodevelopmental conditions diagnosed solely on the basis of behavioral assessments that reveal social deficits. Progress has been made in understanding its genetic underpinnings, but most ASD-associated genetic variants, which include copy number variants (CNVs) and mutations in ASD-risk genes, account for no more than 1 % of ASD cases. This high level of genetic heterogeneity leads to challenges obtaining and interpreting genetic testing in clinical settings. The traditional definition of syndromic ASD is a disorder with a clinically defined pattern of somatic abnormalities and a neurobehavioral phenotype that may include ASD. Most have a known genetic cause. Examples include fragile X syndrome and tuberous sclerosis complex. We propose dividing syndromic autism into the following two groups: (i) ASD that occurs in the context of a clinically defined syndrome-recognizing these disorders depends on the familiarity of the clinician with the features of the syndrome, and the diagnosis is typically confirmed by targeted genetic testing (eg, mutation screening of FMR1); (ii) ASD that occurs as a feature of a molecularly defined syndrome-for this group of patients, ASD-associated variants are identified by genome-wide testing that is not hypothesis driven (eg, microarray, whole exome sequencing). These ASD groups cannot be easily clinically defined because patients with a given variant have variable somatic abnormalities (dysmorphism and birth defects). In this article, we review common diagnoses from the above categories and suggest a testing strategy for patients, guided by determining whether the individual has essential or complex ASD; patients in the latter group have multiple morphologic anomalies on physical examination. Finally, we recommend that the syndromic versus nonsyndromic designation ultimately be replaced by classification of ASD according to its genetic etiology, which will inform about the associated spectrum and penetrance of neurobehavioral and somatic manifestations.        
28137726	Molecular analyses of neurogenic defects in a human pluripotent stem cell model of fragile X syndrome.         autism spectrum disorder, brain development, fragile X syndrome, neurogenesis, stem cells New research suggests that common pathways are altered in many neurodevelopmental disorders including autism spectrum disorder; however, little is known about early molecular events that contribute to the pathology of these diseases. The study of monogenic, neurodevelopmental disorders with a high incidence of autistic behaviours, such as fragile X syndrome, has the potential to identify genes and pathways that are dysregulated in autism spectrum disorder as well as fragile X syndrome. In vitro generation of human disease-relevant cell types provides the ability to investigate aspects of disease that are impossible to study in patients or animal models. Differentiation of human pluripotent stem cells recapitulates development of the neocortex, an area affected in both fragile X syndrome and autism spectrum disorder. We have generated induced human pluripotent stem cells from several individuals clinically diagnosed with fragile X syndrome and autism spectrum disorder. When differentiated to dorsal forebrain cell fates, our fragile X syndrome human pluripotent stem cell lines exhibited reproducible aberrant neurogenic phenotypes. Using global gene expression and DNA methylation profiling, we have analysed the early stages of neurogenesis in fragile X syndrome human pluripotent stem cells. We discovered aberrant DNA methylation patterns at specific genomic regions in fragile X syndrome cells, and identified dysregulated gene- and network-level correlates of fragile X syndrome that are associated with developmental signalling, cell migration, and neuronal maturation. Integration of our gene expression and epigenetic analysis identified altered epigenetic-mediated transcriptional regulation of a distinct set of genes in fragile X syndrome. These fragile X syndrome-aberrant networks are significantly enriched for genes associated with autism spectrum disorder, giving support to the idea that underlying similarities exist among these neurodevelopmental diseases.          
25820841	R-Baclofen Reverses a Social Behavior Deficit and Elevated Protein Synthesis in a Mouse Model of Fragile X Syndrome.         Fragile X syndrome, R-baclofen, mTOR, protein synthesis, social behavior Fragile X syndrome (FXS) is the most common known inherited form of intellectual disability and the single genomic cause of autism spectrum disorders. It is caused by the absence of a fragile X mental retardation gene (Fmr1) product, FMRP, an RNA-binding translation suppressor. Elevated rates of protein synthesis in the brain and an imbalance between synaptic signaling via glutamate and γ-aminobutyric acid (GABA) are both considered important in the pathogenesis of FXS. In a mouse model of FXS (Fmr1 knockout [KO]), treatment with R-baclofen reversed some behavioral and biochemical phenotypes. A remaining crucial question is whether R-baclofen is also able to reverse increased brain protein synthesis rates.          
21490592	Gender-specific effect of Mthfr genotype and neonatal vigabatrin interaction on synaptic proteins in mouse cortex.          The enzyme methylenetetrahydrofolate reductase (MTHFR) is a part of the homocysteine and folate metabolic pathways, affecting the methylations of DNA, RNA, and proteins. Mthfr deficiency was reported as a risk factor for neurodevelopmental disorders such as autism spectrum disorder and schizophrenia. Neonatal disruption of the GABAergic system is also associated with behavioral outcomes. The interaction between the epigenetic influence of Mthfr deficiency and neonatal exposure to the GABA potentiating drug vigabatrin (GVG) in mice has been shown to have gender-dependent effects on mice anxiety and to have memory impairment effects in a gender-independent manner. Here we show that Mthfr deficiency interacts with neonatal GABA potentiation to alter social behavior in female, but not male, mice. This impairment was associated with a gender-dependent enhancement of proteins implicated in excitatory synapse plasticity in the female cortex. Reelin and fragile X mental retardation 1 protein (FMRP) levels and membrane GluR1/GluR2 ratios were elevated in wild-type mice treated neonatally with GVG and in Mthfr+/- mice treated with saline, but not in Mthfr+/- mice treated with GVG, compared with control groups (wild type treated with saline). A minor influence on the levels of these proteins was observed in male mice cortices, possibly due to high basal protein levels. Interaction between gender, genotype, and treatment was also observed in the GABA pathway. In female mice, GABA Aα2/gephyrin ratios were suppressed in all test groups; in male mice, a genotype-specific enhancement of GABA Aα2/gephyrin was observed. The lack of an effect on either reln or Fmr1 transcription suggests post-transcriptional regulation of these genes. Taken together, these findings suggest that Mthfr deficiency may interact with neonatal GABA potentiation in a gender-dependent manner to interrupt synaptic function. This may illustrate a possible mechanism for the epigenetic involvement of Mthfr deficiency in neurodevelopmental disorders.        
24173622	The challenges of clinical trials in fragile X syndrome.          Advances in understanding the underlying mechanisms of conditions such as fragile X syndrome (FXS) and autism spectrum disorders have revealed heterogeneous populations. Recent trials of novel FXS therapies have highlighted several challenges including subpopulations with possibly differential therapeutic responses, the lack of specific outcome measures capturing the full range of improvements of patients with FXS, and a lack of biomarkers that can track whether a specific mechanism is responsive to a new drug and whether the response correlates with clinical improvement.          
25674387	Fragile X syndrome as a rare disease in China - Therapeutic challenges and opportunities.         Drug development, FMR1, Fragile X syndrome, Translational science, mGluR5 Recognized as the most common inherited from of intellectual disability (ID) and the most common known monogenic cause of autism spectrum disorders (ASD), Fragile X syndrome (FXS) is identified as an unmet medical need for the development of personalized medicine and targeted therapeutics for neurodevelopment disorders as a result of improved understanding of the genetic and cellular mechanisms. Consequently promising pharmacological targets have emerged from basic and translational research, are now being pursued by global pharmaceutical and biotech companies in early proof-of-concept clinical trials. With the world's largest rare disease population, China potentially has a large number of FXS patients, many of whom are under-diagnosed or even misdiagnosed, barely with any treatment. In spite of improved awareness of FXS in recent years, big gaps still exist between China and developed countries in multiple aspects. With increased public awareness, strong government support and investment, coupled with an increasingly large number of Western-trained experienced researchers engaging in new drug discovery and development, China has the potential to become an important player in the discovery of effective diagnostics and treatments for a rare disease like FXS.         
25679778	Deletion of Fmr1 alters function and synaptic inputs in the auditory brainstem.          Fragile X Syndrome (FXS), a neurodevelopmental disorder, is the most prevalent single-gene cause of autism spectrum disorder. Autism has been associated with impaired auditory processing, abnormalities in the auditory brainstem response (ABR), and reduced cell number and size in the auditory brainstem nuclei. FXS is characterized by elevated cortical responses to sound stimuli, with some evidence for aberrant ABRs. Here, we assessed ABRs and auditory brainstem anatomy in Fmr1-/- mice, an animal model of FXS. We found that Fmr1-/- mice showed elevated response thresholds to both click and tone stimuli. Amplitudes of ABR responses were reduced in Fmr1-/- mice for early peaks of the ABR. The growth of the peak I response with sound intensity was less steep in mutants that in wild type mice. In contrast, amplitudes and response growth in peaks IV and V did not differ between these groups. We did not observe differences in peak latencies or in interpeak latencies. Cell size was reduced in Fmr1-/- mice in the ventral cochlear nucleus (VCN) and in the medial nucleus of the trapezoid body (MNTB). We quantified levels of inhibitory and excitatory synaptic inputs in these nuclei using markers for presynaptic proteins. We measured VGAT and VGLUT immunolabeling in VCN, MNTB, and the lateral superior olive (LSO). VGAT expression in MNTB was significantly greater in the Fmr1-/- mouse than in wild type mice. Together, these observations demonstrate that FXS affects peripheral and central aspects of hearing and alters the balance of excitation and inhibition in the auditory brainstem.         
21220020	A mouse model of the fragile X premutation: effects on behavior, dendrite morphology, and regional rates of cerebral protein synthesis.          Carriers of FMR1 premutation alleles have 55-200 CGG repeats in the 5' untranslated region of the gene. These individuals are at risk for fragile X associated primary ovarian insufficiency (females) and, in late life, fragile X associated tremor and ataxia syndrome (males, and to a lesser extent, females). Premutation carrier status can also be associated with autism spectrum disorder, attention deficit hyperactivity disorder, and some cognitive deficits. In premutation carriers, FMR1 mRNA levels are often higher than those with normal sized alleles. In contrast, in subjects with full mutation alleles, (>200 repeats) the FMR1 gene is silenced and FMR1 mRNA and its product, FMRP, are absent. We have studied a male knock-in (KI) mouse model of the fragile X premutation (120-140 repeats) during young adulthood. In comparison to wild type, KI mice were hyperactive, exhibited less anxiety in both the open field and the elevated zero maze, were impaired on the passive avoidance test, and showed some subtle deficits on a test of social interaction. Motor learning as assessed by the rotarod test was normal. Dendritic arbors were less complex and spine densities and lengths increased in medial prefrontal cortex, basal lateral amygdala, and hippocampus compared with wild type. Regional rates of cerebral protein synthesis measured in vivo in KI mice were increased. KI mice also had elevated levels of Fmr1 mRNA and decreased levels of FMRP. Our results highlight similarities in phenotype between KI and Fmr1 knockout mice and suggest that the decreased concentration of FMRP contributes to the phenotype in young adult KI mice.          
22483044	The pathophysiology of fragile X (and what it teaches us about synapses).          Fragile X is the most common known inherited cause of intellectual disability and autism, and it typically results from transcriptional silencing of FMR1 and loss of the encoded protein, FMRP (fragile X mental retardation protein). FMRP is an mRNA-binding protein that functions at many synapses to inhibit local translation stimulated by metabotropic glutamate receptors (mGluRs) 1 and 5. Recent studies on the biology of FMRP and the signaling pathways downstream of mGluR1/5 have yielded deeper insight into how synaptic protein synthesis and plasticity are regulated by experience. This new knowledge has also suggested ways that altered signaling and synaptic function can be corrected in fragile X, and human clinical trials based on this information are under way.        
22483378	Fragile X syndrome: mechanistic insights and therapeutic avenues regarding the role of potassium channels.          Fragile X syndrome (FXS) is a common form of mental disability and one of the known causes of autism. The mutation responsible for FXS is a large expansion of the trinucleotide CGG repeats that leads to DNA methylation of the fragile X mental retardation gene 1 (FMR1) and transcriptional silencing, resulting in the absence of fragile X mental retardation protein (FMRP), an mRNA binding protein. Although it is widely known that FMRP is critical for metabotropic glutamate receptor (mGluR)-dependent long-term depression (LTD), which has provided a general theme for developing pharmacological drugs for FXS, specific downstream targets of FMRP may also be of therapeutic value. Since alterations in potassium channel expression level or activity could underlie neuronal network defects in FXS, here we describe recent findings on how these channels might be altered in mouse models of FXS and the possible therapeutic avenues for treating FXS.          
19799873	Lithium ameliorates altered glycogen synthase kinase-3 and behavior in a mouse model of fragile X syndrome.          Fragile X syndrome (FXS), the most common form of inherited mental retardation and a genetic cause of autism, results from mutated fragile X mental retardation-1 (Fmr1). This study examined the effects on glycogen synthase kinase-3 (GSK3) of treatment with a metabotropic glutamate receptor (mGluR) antagonist, MPEP, and the GSK3 inhibitor, lithium, in C57Bl/6 Fmr1 knockout mice. Increased mGluR signaling may contribute to the pathology of FXS, and the mGluR5 antagonist MPEP increased inhibitory serine-phosphorylation of brain GSK3 selectively in Fmr1 knockout mice but not in wild-type mice. Inhibitory serine-phosphorylation of GSK3 was lower in Fmr1 knockout, than wild-type, mouse brain regions and was increased by acute or chronic lithium treatment, which also increased hippocampal brain-derived neurotrophic factor levels. Fmr1 knockout mice displayed alterations in open-field activity, elevated plus-maze, and passive avoidance, and these differences were ameliorated by chronic lithium treatment. These findings support the hypothesis that impaired inhibition of GSK3 contributes to the pathogenesis of FXS and support GSK3 as a potential therapeutic target.        
24207117	"The roles of FMRP-regulated genes in autism spectrum disorder: single- and multiple-hit genetic etiologies.          Autism spectrum disorder (ASD) is a highly heritable complex neurodevelopmental condition characterized by impairments in social interaction and communication and restricted and repetitive behaviors. Although roles for both de novo and familial genetic variation have been documented, the underlying disease mechanisms remain poorly elucidated. In this study, we defined and explored distinct etiologies of genetic variants that affect genes regulated by Fragile-X mental retardation protein (FMRP), thought to play a key role in neuroplasticity and neuronal translation, in ASD-affected individuals. In particular, we developed the Trend test, a pathway-association test that is able to robustly detect multiple-hit etiologies and is more powerful than existing approaches. Exploiting detailed spatiotemporal maps of gene expression within the human brain, we identified four discrete FMRP-target subpopulations that exhibit distinct functional biases and contribute to ASD via different types of genetic variation. We also demonstrated that FMRP target genes are more likely than other genes with similar expression patterns to contribute to disease. We developed the hypothesis that FMRP targets contribute to ASD via two distinct etiologies: (1) ultra-rare and highly penetrant single disruptions of embryonically upregulated FMRP targets (""single-hit etiology"") or (2) the combination of multiple less penetrant disruptions of nonembryonic, synaptic FMRP targets (""multiple-hit etiology""). The Trend test provides rigorous support for a multiple-hit genetic etiology in a subset of autism cases and is easily extendible to combining information from multiple types of genetic variation (i.e., copy-number and exome variants), increasing its value to next-generation sequencing approaches.           "
20032969	Repetitive self-grooming behavior in the BTBR mouse model of autism is blocked by the mGluR5 antagonist MPEP.          Autism is a neurodevelopmental disorder characterized by abnormal reciprocal social interactions, communication deficits, and repetitive behaviors with restricted interests. BTBR T+tf/J (BTBR) is an inbred mouse strain that shows robust behavioral phenotypes with analogies to all three of the diagnostic symptoms of autism, including well-replicated deficits in reciprocal social interactions and social approach, unusual patterns of ultrasonic vocalization, and high levels of repetitive self-grooming. These phenotypes offer straightforward behavioral assays for translational investigations of pharmacological compounds. Two suggested treatments for autism were evaluated in the BTBR mouse model. Methyl-6-phenylethynyl-pyridine (MPEP), an antagonist of the mGluR5 metabotropic glutamate receptor, blocks aberrant phenotypes in the Fmr1 mouse model of Fragile X, a comorbid neurodevelopmental disorder with autistic features. Risperidone has been approved by the United States Food and Drug Administration for the treatment of irritability, tantrums, and self-injurious behavior in autistic individuals. We evaluated the actions of MPEP and risperidone on two BTBR phenotypes, low sociability and high repetitive self-grooming. Open field activity served as an independent control for non-social exploratory activity and motor functions. C57BL/6J (B6), an inbred strain with high sociability and low self-grooming, served as the strain control. MPEP significantly reduced repetitive self-grooming in BTBR, at doses that had no sedating effects on open field activity. Risperidone reduced repetitive self-grooming in BTBR, but only at doses that induced sedation in both strains. No overall improvements in sociability were detected in BTBR after treatment with either MPEP or risperidone. Our findings suggest that antagonists of mGluR5 receptors may have selective therapeutic efficacy in treating repetitive behaviors in autism.        
29970983	Common Defects of Spine Dynamics and Circuit Function in Neurodevelopmental Disorders: A Systematic Review of Findings From         in Vivo Optical Imaging of Mouse Models. autism spectrum disorders (ASDs), calcium imaging, dendritic spines, excitatory-inhibitory balance, serotonin, two-photon imaging In vivo optical imaging is a powerful tool for revealing brain structure and function at both the circuit and cellular levels. Here, we provide a systematic review of findings obtained from in vivo imaging studies of mouse models of neurodevelopmental disorders, including the monogenic disorders fragile X syndrome, Rett syndrome, and Angelman syndrome, which are caused by genetic abnormalities of FMR1, MECP2, and UBE3A, as well as disorders caused by copy number variations (15q11-13 duplication and 22q11.2 deletion) and BTBR mice as an inbred strain model of autism spectrum disorder (ASD). Most studies visualize the structural and functional responsiveness of cerebral cortical neurons to sensory stimuli and the developmental and experience-dependent changes in these responses as a model of brain functions affected by these disorders. The optical imaging techniques include two-photon microscopy of fluorescently labeled dendritic spines or neurons loaded with fluorescent calcium indicators and macroscopic imaging of cortical activity using calcium indicators, voltage-sensitive dyes or intrinsic optical signals. Studies have revealed alterations in the density, stability, and turnover of dendritic spines, aberrant cortical sensory responses, impaired inhibitory function, and concomitant failure of circuit maturation as common causes for neurological deficits. Mechanistic hypotheses derived from in vivo imaging also provide new directions for therapeutic interventions. For instance, it was recently demonstrated that early postnatal administration of a selective serotonin reuptake inhibitor (SSRI) restores impaired cortical inhibitory function and ameliorates the aberrant social behaviors in a mouse model of ASD. We discuss the potential use of SSRIs for treating ASDs in light of these findings.
29984470	Imaging genetics in neurodevelopmental psychopathology.         ADHD, ASD, ID, brain imaging genetics, neurodevelopmental disorders Neurodevelopmental disorders are defined by highly heritable problems during development and brain growth. Attention-deficit/hyperactivity disorder (ADHD), autism spectrum disorders (ASDs), and intellectual disability (ID) are frequent neurodevelopmental disorders, with common comorbidity among them. Imaging genetics studies on the role of disease-linked genetic variants on brain structure and function have been performed to unravel the etiology of these disorders. Here, we reviewed imaging genetics literature on these disorders attempting to understand the mechanisms of individual disorders and their clinical overlap. For ADHD and ASD, we selected replicated candidate genes implicated through common genetic variants. For ID, which is mainly caused by rare variants, we included genes for relatively frequent forms of ID occurring comorbid with ADHD or ASD. We reviewed case-control studies and studies of risk variants in healthy individuals. Imaging genetics studies for ADHD were retrieved for SLC6A3/DAT1, DRD2, DRD4, NOS1, and SLC6A4/5HTT. For ASD, studies on CNTNAP2, MET, OXTR, and SLC6A4/5HTT were found. For ID, we reviewed the genes FMR1, TSC1 and TSC2, NF1, and MECP2. Alterations in brain volume, activity, and connectivity were observed. Several findings were consistent across studies, implicating, for example, SLC6A4/5HTT in brain activation and functional connectivity related to emotion regulation. However, many studies had small sample sizes, and hypothesis-based, brain region-specific studies were common. Results from available studies confirm that imaging genetics can provide insight into the link between genes, disease-related behavior, and the brain. However, the field is still in its early stages, and conclusions about shared mechanisms cannot yet be drawn.          
28955201	Fragile X-Associated Diminished Ovarian Reserve and Primary Ovarian Insufficiency from Molecular Mechanisms to Clinical Manifestations.         FMR1 premutation carriers, diminished ovarian reserve, fragile X syndrome, fragile-X-associated diminished ovarian reserve, fragile-X-associated primary ovarian insufficiency Fragile X syndrome (FXS), is caused by a loss-of-function mutation in the         FMR1 gene located on the X-chromosome, which leads to the most common cause of inherited intellectual disability in males and the leading single-gene defect associated with autism. A full mutation (FM) is represented by more than 200 CGG repeats within the FMR1 gene, resulting in FXS. A FM is inherited from women carrying a FM or a premutation (PM; 55-200 CGG repeats) allele. PM is associated with phenotypes distinct from those associated with FM. Some manifestations of the PM are unique; fragile-X-associated tremor/ataxia syndrome (FXTAS), and fragile-X-associated primary ovarian insufficiency (FXPOI), while others tend to be non-specific such as intellectual disability. In addition, women carrying a PM may suffer from subfertility or infertility. There is a need to elucidate whether the impairment of ovarian function found in PM carriers arises during the primordial germ cell (PGC) development stage, or due to a rapidly diminishing oocyte pool throughout life or even both. Due to the possibility of expansion into a FM in the next generation, and other ramifications, carrying a PM can have an enormous impact on one's life; therefore, preconception counseling for couples carrying the PM is of paramount importance. In this review, we will elaborate on the clinical manifestations in female PM carriers and propose the definition of fragile-X-associated diminished ovarian reserve (FXDOR), then we will review recent scientific findings regarding possible mechanisms leading to FXDOR and FXPOI. Lastly, we will discuss counseling, preventative measures and interventions available for women carrying a PM regarding different aspects of their reproductive life, fertility treatment, pregnancy, prenatal testing, contraception and fertility preservation options.
28960184	Fragile X syndrome.          Fragile X syndrome (FXS) is the leading inherited form of intellectual disability and autism spectrum disorder, and patients can present with severe behavioural alterations, including hyperactivity, impulsivity and anxiety, in addition to poor language development and seizures. FXS is a trinucleotide repeat disorder, in which >200 repeats of the CGG motif in FMR1 leads to silencing of the gene and the consequent loss of its product, fragile X mental retardation 1 protein (FMRP). FMRP has a central role in gene expression and regulates the translation of potentially hundreds of mRNAs, many of which are involved in the development and maintenance of neuronal synaptic connections. Indeed, disturbances in neuroplasticity is a key finding in FXS animal models, and an imbalance in inhibitory and excitatory neuronal circuits is believed to underlie many of the clinical manifestations of this disorder. Our knowledge of the proteins that are regulated by FMRP is rapidly growing, and this has led to the identification of multiple targets for therapeutic intervention, some of which have already moved into clinical trials or clinical practice.        
20981777	The behavioral phenotype of FMR1 mutations.          The purpose of this article is to provide an overview of the behavioral phenotype of FMR1 mutations, including fragile X syndrome (FXS) in order to better understand the clinical involvement of individuals affected by mutations in this gene. FXS is associated with a wide range of intellectual and behavioral problems, some relatively mild and others quite severe. FXS is the most common cause of inherited intellectual disability and one of the most prevalent genetic causes of autism spectrum disorder. Learning difficulties, attentional problems, anxiety, aggressive behavior, stereotypies, and mood disorders are also frequent in FXS. Recent studies of children and adults have identified associations between FMR1 premutation and many of the same disorders. We examine the neurobehavioral phenotypes of FXS and FMR1 premutation as they manifest across the lifespan of the individual.          
27638450	Altered nocifensive behavior in animal models of autism spectrum disorder: The role of the nicotinic cholinergic system.         Autism, BTBR, Nicotine, Nicotine (PubChem CID: 89594), Nicotinic, Nociception, Nocifensive, Pain, Saccharin (PubChem CID: 656582), Social behavior, nAChR Caretakers and clinicians alike have long recognized that individuals with autism spectrum disorder (ASD) can have altered sensory processing, which can contribute to its core symptoms. However, the pathobiology of sensory alterations in ASD is poorly understood. Here we examined nocifensive behavior in ASD mouse models, the BTBR T          +Itpr3tf/J (BTBR) and the fragile-X mental retardation-1 knockout (Fmr1-KO) mice. We also examined the effects of nicotine on nocifensive behavior given that nicotine, a nicotinic cholinergic receptor (nAChR) agonist that has antinociceptive effects, was shown to improve social deficits and decrease repetitive behaviors in BTBR mice. Compared to respective controls, both BTBR and Fmr1-KO had hyporesponsiveness to noxious thermal stimuli and electrical stimulation of C-sensory fibers, normal responsiveness to electrical stimulation of Aβ- and Aδ-fiber, and hyperresponsiveness to visceral pain after acetic acid intraperitoneal injection. In BTBR, nicotine at lower doses increased, whereas at higher doses, it decreased hotplate latency compared to vehicle. In a significantly different effect pattern, in control mice, nicotine had antinociceptive effects to noxious heat only at the high dose. Interestingly, these nocifensive behavior alterations and differential responses to nicotine antinociceptive effects in BTBR mice were associated with significant downregulation of α3, α4, α5, α7, β2, β3, and β4 nAChR subunits in several cerebral regions both, during embryonic development and adulthood. Taken together, these findings further implicate nAChRs in behaviors alterations in the BTBR model and lend support to the hypothesis that nAChRs may be a target for treatment of behavior deficits and sensory dysfunction in ASD.
